7.952792968750000000e+02,7.952669067382812500e+02,7.952232666015625000e+02,7.951529541015625000e+02,7.950519409179687500e+02,7.949204711914062500e+02,7.947583618164062500e+02,7.945636596679687500e+02,7.943345947265625000e+02,7.940708007812500000e+02,7.937687988281250000e+02,7.934266967773437500e+02,7.930430297851562500e+02,7.926130981445312500e+02,7.921387329101562500e+02,7.916168212890625000e+02,7.910460205078125000e+02,7.904279174804687500e+02,7.897614746093750000e+02,7.890467529296875000e+02,7.882853393554687500e+02,7.874777832031250000e+02,7.866259765625000000e+02,7.857299194335937500e+02,7.847930297851562500e+02,7.838145751953125000e+02,7.827984008789062500e+02,7.817482299804687500e+02,7.806691894531250000e+02,7.795670776367187500e+02,7.784479370117187500e+02,7.773220214843750000e+02,7.761968994140625000e+02,7.750809936523437500e+02,7.739846191406250000e+02,7.729165649414062500e+02,7.718820190429687500e+02,7.708876953125000000e+02,7.699398803710937500e+02,7.690407104492187500e+02,7.681940307617187500e+02,7.674000244140625000e+02,7.666584472656250000e+02,7.659732666015625000e+02,7.653389892578125000e+02,7.647572021484375000e+02,7.642251586914062500e+02,7.637418823242187500e+02,7.633056030273437500e+02,7.629124145507812500e+02,7.625599365234375000e+02,7.622446899414062500e+02,7.619660644531250000e+02,7.617189331054687500e+02,7.615018920898437500e+02,7.613130493164062500e+02,7.611499633789062500e+02,7.610104980468750000e+02,7.608930664062500000e+02,7.607974853515625000e+02,7.607211914062500000e+02,7.606619873046875000e+02,7.606193237304687500e+02,7.605904541015625000e+02,7.605726928710937500e+02,7.605637817382812500e+02,7.605608520507812500e+02,7.605607910156250000e+02,7.605603637695312500e+02,7.605566406250000000e+02,7.605457763671875000e+02,7.605252685546875000e+02,7.604910888671875000e+02,7.604406738281250000e+02,7.603704223632812500e+02,7.602779541015625000e+02,7.601591186523437500e+02,7.600099487304687500e+02,7.598276977539062500e+02,7.596090698242187500e+02,7.593511962890625000e+02,7.590513305664062500e+02,7.587081298828125000e+02,7.583206787109375000e+02,7.578889770507812500e+02,7.574139404296875000e+02,7.568977050781250000e+02,7.563422241210937500e+02,7.557519531250000000e+02,7.551316528320312500e+02,7.544885253906250000e+02,7.538265380859375000e+02,7.531542968750000000e+02,7.524790649414062500e+02,7.518115234375000000e+02,7.511590576171875000e+02,7.505305175781250000e+02,7.499342041015625000e+02,7.493770751953125000e+02,7.488665161132812500e+02,7.484040527343750000e+02,7.479946899414062500e+02,7.476372070312500000e+02,7.473307495117187500e+02,7.470724487304687500e+02,7.468584594726562500e+02,7.466861572265625000e+02,7.465507812500000000e+02,7.464476318359375000e+02,7.463747558593750000e+02,7.463305053710937500e+02,7.463119506835937500e+02
8.009208374023437500e+02,8.009131469726562500e+02,8.008879394531250000e+02,8.008429565429687500e+02,8.007808227539062500e+02,8.006969604492187500e+02,8.005899658203125000e+02,8.004590454101562500e+02,8.003006591796875000e+02,8.001110839843750000e+02,7.998878784179687500e+02,7.996257324218750000e+02,7.993223876953125000e+02,7.989735717773437500e+02,7.985779418945312500e+02,7.981331176757812500e+02,7.976393432617187500e+02,7.970925292968750000e+02,7.964963378906250000e+02,7.958504028320312500e+02,7.951533813476562500e+02,7.944075927734375000e+02,7.936138916015625000e+02,7.927714843750000000e+02,7.918822021484375000e+02,7.909448852539062500e+02,7.899625854492187500e+02,7.889365234375000000e+02,7.878703613281250000e+02,7.867688598632812500e+02,7.856381225585937500e+02,7.844845581054687500e+02,7.833168334960937500e+02,7.821452026367187500e+02,7.809763183593750000e+02,7.798215942382812500e+02,7.786885375976562500e+02,7.775844116210937500e+02,7.765157470703125000e+02,7.754887695312500000e+02,7.745073852539062500e+02,7.735752563476562500e+02,7.726952514648437500e+02,7.718701171875000000e+02,7.710999755859375000e+02,7.703865356445312500e+02,7.697274780273437500e+02,7.691244506835937500e+02,7.685758666992187500e+02,7.680807495117187500e+02,7.676361083984375000e+02,7.672395019531250000e+02,7.668881835937500000e+02,7.665802001953125000e+02,7.663141479492187500e+02,7.660863037109375000e+02,7.658959960937500000e+02,7.657393188476562500e+02,7.656162109375000000e+02,7.655247802734375000e+02,7.654623413085937500e+02,7.654274902343750000e+02,7.654167480468750000e+02,7.654279785156250000e+02,7.654592285156250000e+02,7.655053710937500000e+02,7.655635986328125000e+02,7.656300048828125000e+02,7.657004394531250000e+02,7.657717285156250000e+02,7.658377685546875000e+02,7.658967895507812500e+02,7.659427490234375000e+02,7.659732666015625000e+02,7.659817504882812500e+02,7.659664306640625000e+02,7.659201660156250000e+02,7.658397827148437500e+02,7.657205200195312500e+02,7.655570678710937500e+02,7.653464965820312500e+02,7.650857543945312500e+02,7.647720336914062500e+02,7.644036865234375000e+02,7.639813232421875000e+02,7.635054321289062500e+02,7.629771118164062500e+02,7.624018554687500000e+02,7.617824096679687500e+02,7.611242065429687500e+02,7.604324951171875000e+02,7.597136840820312500e+02,7.589767456054687500e+02,7.582294311523437500e+02,7.574819335937500000e+02,7.567427978515625000e+02,7.560217895507812500e+02,7.553297729492187500e+02,7.546754760742187500e+02,7.540660400390625000e+02,7.535080566406250000e+02,7.530068359375000000e+02,7.525622558593750000e+02,7.521766357421875000e+02,7.518461303710937500e+02,7.515699462890625000e+02,7.513428955078125000e+02,7.511628417968750000e+02,7.510247192382812500e+02,7.509269409179687500e+02,7.508660888671875000e+02,7.508405761718750000e+02
8.194635620117187500e+02,8.194648437500000000e+02,8.194676513671875000e+02,8.194697265625000000e+02,8.194674072265625000e+02,8.194584350585937500e+02,8.194380493164062500e+02,8.194008178710937500e+02,8.193391113281250000e+02,8.192461547851562500e+02,8.191147460937500000e+02,8.189373168945312500e+02,8.187070922851562500e+02,8.184209594726562500e+02,8.180700683593750000e+02,8.176552734375000000e+02,8.171759643554687500e+02,8.166302490234375000e+02,8.160217895507812500e+02,8.153510742187500000e+02,8.146219482421875000e+02,8.138352050781250000e+02,8.129949951171875000e+02,8.121003417968750000e+02,8.111551513671875000e+02,8.101593627929687500e+02,8.091132812500000000e+02,8.080211181640625000e+02,8.068839721679687500e+02,8.057069702148437500e+02,8.044947509765625000e+02,8.032531738281250000e+02,8.019893188476562500e+02,8.007116088867187500e+02,7.994259643554687500e+02,7.981412353515625000e+02,7.968658447265625000e+02,7.956064453125000000e+02,7.943696289062500000e+02,7.931611938476562500e+02,7.919871826171875000e+02,7.908555297851562500e+02,7.897680053710937500e+02,7.887323608398437500e+02,7.877508544921875000e+02,7.868295288085937500e+02,7.859714355468750000e+02,7.851802368164062500e+02,7.844566040039062500e+02,7.838032226562500000e+02,7.832196655273437500e+02,7.827045898437500000e+02,7.822603149414062500e+02,7.818814086914062500e+02,7.815678710937500000e+02,7.813184204101562500e+02,7.811291503906250000e+02,7.810012817382812500e+02,7.809305419921875000e+02,7.809138183593750000e+02,7.809498291015625000e+02,7.810348510742187500e+02,7.811655273437500000e+02,7.813358154296875000e+02,7.815407714843750000e+02,7.817764892578125000e+02,7.820344848632812500e+02,7.823086547851562500e+02,7.825912475585937500e+02,7.828779907226562500e+02,7.831588134765625000e+02,7.834283447265625000e+02,7.836790161132812500e+02,7.839025268554687500e+02,7.840919799804687500e+02,7.842404785156250000e+02,7.843390502929687500e+02,7.843807373046875000e+02,7.843578491210937500e+02,7.842656250000000000e+02,7.840979003906250000e+02,7.838507080078125000e+02,7.835214843750000000e+02,7.831098022460937500e+02,7.826168212890625000e+02,7.820438842773437500e+02,7.813963012695312500e+02,7.806805419921875000e+02,7.799002685546875000e+02,7.790642089843750000e+02,7.781820678710937500e+02,7.772593383789062500e+02,7.763087158203125000e+02,7.753389282226562500e+02,7.743610229492187500e+02,7.733895874023437500e+02,7.724341430664062500e+02,7.715090942382812500e+02,7.706251220703125000e+02,7.697938842773437500e+02,7.690242309570312500e+02,7.683235473632812500e+02,7.676957397460937500e+02,7.671431884765625000e+02,7.666649780273437500e+02,7.662591552734375000e+02,7.659236450195312500e+02,7.656524047851562500e+02,7.654421386718750000e+02,7.652893676757812500e+02,7.651927490234375000e+02,7.651484375000000000e+02
8.606076049804687500e+02,8.606077880859375000e+02,8.606094970703125000e+02,8.606107177734375000e+02,8.606088256835937500e+02,8.606013793945312500e+02,8.605824584960937500e+02,8.605480346679687500e+02,8.604903564453125000e+02,8.604030151367187500e+02,8.602766113281250000e+02,8.601035156250000000e+02,8.598759765625000000e+02,8.595876464843750000e+02,8.592319946289062500e+02,8.588054809570312500e+02,8.583056640625000000e+02,8.577315063476562500e+02,8.570818481445312500e+02,8.563592529296875000e+02,8.555632324218750000e+02,8.546970825195312500e+02,8.537604980468750000e+02,8.527531738281250000e+02,8.516772460937500000e+02,8.505340576171875000e+02,8.493234863281250000e+02,8.480488281250000000e+02,8.467141113281250000e+02,8.453261718750000000e+02,8.438916625976562500e+02,8.424225463867187500e+02,8.409290161132812500e+02,8.394225463867187500e+02,8.379172973632812500e+02,8.364230346679687500e+02,8.349534912109375000e+02,8.335168457031250000e+02,8.321236572265625000e+02,8.307791748046875000e+02,8.294921264648437500e+02,8.282649536132812500e+02,8.271042480468750000e+02,8.260146484375000000e+02,8.249973754882812500e+02,8.240565795898437500e+02,8.231947021484375000e+02,8.224140014648437500e+02,8.217141723632812500e+02,8.210975341796875000e+02,8.205626220703125000e+02,8.201076660156250000e+02,8.197310180664062500e+02,8.194291381835937500e+02,8.192008666992187500e+02,8.190409545898437500e+02,8.189475097656250000e+02,8.189181518554687500e+02,8.189484252929687500e+02,8.190355834960937500e+02,8.191753540039062500e+02,8.193630371093750000e+02,8.195950317382812500e+02,8.198652954101562500e+02,8.201680297851562500e+02,8.204955444335937500e+02,8.208411254882812500e+02,8.212003784179687500e+02,8.215628662109375000e+02,8.219219970703125000e+02,8.222730102539062500e+02,8.226078491210937500e+02,8.229186401367187500e+02,8.231986083984375000e+02,8.234396972656250000e+02,8.236332397460937500e+02,8.237717285156250000e+02,8.238460083007812500e+02,8.238491821289062500e+02,8.237723999023437500e+02,8.236091918945312500e+02,8.233545532226562500e+02,8.230048828125000000e+02,8.225599975585937500e+02,8.220159912109375000e+02,8.213754272460937500e+02,8.206447143554687500e+02,8.198251953125000000e+02,8.189239501953125000e+02,8.179484252929687500e+02,8.169078369140625000e+02,8.158139648437500000e+02,8.146771240234375000e+02,8.135124511718750000e+02,8.123343505859375000e+02,8.111603393554687500e+02,8.100057373046875000e+02,8.088879394531250000e+02,8.078243408203125000e+02,8.068267211914062500e+02,8.059082031250000000e+02,8.050761108398437500e+02,8.043344116210937500e+02,8.036857299804687500e+02,8.031276855468750000e+02,8.026547851562500000e+02,8.022637329101562500e+02,8.019479370117187500e+02,8.017028198242187500e+02,8.015235595703125000e+02,8.014051513671875000e+02,8.013464355468750000e+02
9.156196899414062500e+02,9.156121215820312500e+02,9.155906372070312500e+02,9.155571899414062500e+02,9.155092163085937500e+02,9.154456176757812500e+02,9.153654174804687500e+02,9.152659301757812500e+02,9.151441040039062500e+02,9.149949951171875000e+02,9.148138427734375000e+02,9.145960083007812500e+02,9.143352050781250000e+02,9.140249023437500000e+02,9.136613769531250000e+02,9.132376708984375000e+02,9.127503662109375000e+02,9.121960449218750000e+02,9.115718383789062500e+02,9.108755493164062500e+02,9.101041259765625000e+02,9.092578735351562500e+02,9.083348999023437500e+02,9.073316040039062500e+02,9.062478027343750000e+02,9.050838012695312500e+02,9.038405151367187500e+02,9.025189208984375000e+02,9.011246948242187500e+02,8.996660156250000000e+02,8.981528930664062500e+02,8.965975952148437500e+02,8.950142211914062500e+02,8.934215698242187500e+02,8.918322753906250000e+02,8.902655029296875000e+02,8.887323608398437500e+02,8.872481689453125000e+02,8.858230590820312500e+02,8.844633178710937500e+02,8.831780395507812500e+02,8.819683837890625000e+02,8.808412475585937500e+02,8.797951660156250000e+02,8.788331909179687500e+02,8.779543457031250000e+02,8.771572875976562500e+02,8.764452514648437500e+02,8.758136596679687500e+02,8.752601928710937500e+02,8.747841186523437500e+02,8.743806152343750000e+02,8.740464477539062500e+02,8.737780761718750000e+02,8.735709228515625000e+02,8.734213256835937500e+02,8.733258056640625000e+02,8.732792968750000000e+02,8.732785034179687500e+02,8.733197631835937500e+02,8.733974609375000000e+02,8.735092163085937500e+02,8.736508178710937500e+02,8.738156738281250000e+02,8.739990234375000000e+02,8.741977539062500000e+02,8.744064331054687500e+02,8.746188354492187500e+02,8.748314208984375000e+02,8.750407104492187500e+02,8.752400512695312500e+02,8.754288940429687500e+02,8.755998535156250000e+02,8.757502441406250000e+02,8.758731689453125000e+02,8.759647216796875000e+02,8.760165405273437500e+02,8.760246582031250000e+02,8.759778442382812500e+02,8.758715209960937500e+02,8.756984863281250000e+02,8.754520263671875000e+02,8.751255493164062500e+02,8.747172241210937500e+02,8.742224121093750000e+02,8.736415405273437500e+02,8.729733276367187500e+02,8.722222290039062500e+02,8.713884277343750000e+02,8.704797973632812500e+02,8.695042724609375000e+02,8.684715576171875000e+02,8.673936157226562500e+02,8.662842407226562500e+02,8.651594238281250000e+02,8.640394287109375000e+02,8.629367065429687500e+02,8.618717041015625000e+02,8.608587036132812500e+02,8.599125976562500000e+02,8.590408935546875000e+02,8.582510986328125000e+02,8.575490112304687500e+02,8.569320068359375000e+02,8.563984375000000000e+02,8.559465332031250000e+02,8.555703735351562500e+02,8.552656250000000000e+02,8.550255126953125000e+02,8.548484497070312500e+02,8.547318725585937500e+02,8.546741943359375000e+02
9.814657592773437500e+02,9.814520263671875000e+02,9.814118652343750000e+02,9.813442382812500000e+02,9.812525024414062500e+02,9.811354370117187500e+02,9.809939575195312500e+02,9.808265991210937500e+02,9.806338500976562500e+02,9.804142456054687500e+02,9.801649780273437500e+02,9.798838500976562500e+02,9.795670166015625000e+02,9.792112426757812500e+02,9.788098144531250000e+02,9.783596191406250000e+02,9.778547363281250000e+02,9.772901000976562500e+02,9.766618652343750000e+02,9.759646606445312500e+02,9.751947021484375000e+02,9.743478393554687500e+02,9.734187622070312500e+02,9.724058227539062500e+02,9.713046264648437500e+02,9.701142578125000000e+02,9.688345336914062500e+02,9.674678344726562500e+02,9.660180664062500000e+02,9.644948730468750000e+02,9.629101562500000000e+02,9.612775878906250000e+02,9.596179809570312500e+02,9.579459228515625000e+02,9.562849121093750000e+02,9.546533203125000000e+02,9.530685424804687500e+02,9.515468750000000000e+02,9.500991210937500000e+02,9.487347412109375000e+02,9.474616699218750000e+02,9.462810058593750000e+02,9.451963500976562500e+02,9.442061767578125000e+02,9.433103637695312500e+02,9.425051879882812500e+02,9.417887573242187500e+02,9.411550903320312500e+02,9.406019287109375000e+02,9.401221923828125000e+02,9.397120361328125000e+02,9.393644409179687500e+02,9.390767211914062500e+02,9.388401489257812500e+02,9.386525878906250000e+02,9.385056762695312500e+02,9.383970336914062500e+02,9.383205566406250000e+02,9.382723999023437500e+02,9.382503662109375000e+02,9.382476806640625000e+02,9.382643432617187500e+02,9.382946166992187500e+02,9.383374633789062500e+02,9.383856201171875000e+02,9.384395751953125000e+02,9.384960327148437500e+02,9.385512084960937500e+02,9.386029663085937500e+02,9.386489868164062500e+02,9.386887207031250000e+02,9.387203369140625000e+02,9.387377929687500000e+02,9.387449340820312500e+02,9.387344360351562500e+02,9.387042236328125000e+02,9.386512451171875000e+02,9.385684814453125000e+02,9.384517211914062500e+02,9.382951660156250000e+02,9.380906982421875000e+02,9.378333129882812500e+02,9.375139770507812500e+02,9.371290893554687500e+02,9.366746215820312500e+02,9.361445312500000000e+02,9.355377807617187500e+02,9.348521118164062500e+02,9.340919189453125000e+02,9.332562866210937500e+02,9.323545532226562500e+02,9.313950805664062500e+02,9.303889770507812500e+02,9.293510131835937500e+02,9.282971801757812500e+02,9.272454223632812500e+02,9.262138671875000000e+02,9.252204589843750000e+02,9.242788085937500000e+02,9.234014282226562500e+02,9.225999755859375000e+02,9.218791503906250000e+02,9.212390136718750000e+02,9.206802978515625000e+02,9.201993408203125000e+02,9.197930908203125000e+02,9.194555664062500000e+02,9.191807861328125000e+02,9.189669799804687500e+02,9.188084106445312500e+02,9.187034301757812500e+02,9.186521606445312500e+02
1.056995361328125000e+03,1.056976684570312500e+03,1.056924804687500000e+03,1.056838989257812500e+03,1.056720092773437500e+03,1.056570678710937500e+03,1.056390014648437500e+03,1.056177368164062500e+03,1.055937133789062500e+03,1.055665893554687500e+03,1.055366455078125000e+03,1.055033813476562500e+03,1.054667236328125000e+03,1.054264526367187500e+03,1.053820190429687500e+03,1.053331054687500000e+03,1.052791259765625000e+03,1.052197143554687500e+03,1.051541870117187500e+03,1.050819702148437500e+03,1.050026977539062500e+03,1.049157348632812500e+03,1.048205322265625000e+03,1.047167358398437500e+03,1.046039306640625000e+03,1.044818237304687500e+03,1.043504150390625000e+03,1.042096679687500000e+03,1.040604370117187500e+03,1.039031616210937500e+03,1.037393188476562500e+03,1.035703979492187500e+03,1.033982910156250000e+03,1.032250854492187500e+03,1.030529663085937500e+03,1.028840576171875000e+03,1.027202758789062500e+03,1.025634887695312500e+03,1.024148681640625000e+03,1.022756347656250000e+03,1.021464904785156250e+03,1.020278625488281250e+03,1.019197143554687500e+03,1.018220520019531250e+03,1.017346130371093750e+03,1.016567993164062500e+03,1.015881286621093750e+03,1.015280395507812500e+03,1.014758850097656250e+03,1.014305786132812500e+03,1.013919372558593750e+03,1.013587280273437500e+03,1.013305419921875000e+03,1.013064819335937500e+03,1.012861389160156250e+03,1.012689575195312500e+03,1.012542358398437500e+03,1.012416015625000000e+03,1.012307189941406250e+03,1.012214599609375000e+03,1.012133117675781250e+03,1.012061584472656250e+03,1.011997253417968750e+03,1.011938354492187500e+03,1.011882568359375000e+03,1.011829467773437500e+03,1.011775329589843750e+03,1.011718688964843750e+03,1.011660644531250000e+03,1.011597900390625000e+03,1.011529113769531250e+03,1.011455078125000000e+03,1.011372131347656250e+03,1.011282714843750000e+03,1.011180664062500000e+03,1.011065979003906250e+03,1.010937316894531250e+03,1.010788696289062500e+03,1.010615051269531250e+03,1.010413330078125000e+03,1.010176513671875000e+03,1.009898132324218750e+03,1.009571960449218750e+03,1.009192016601562500e+03,1.008750244140625000e+03,1.008243896484375000e+03,1.007667358398437500e+03,1.007019104003906250e+03,1.006297607421875000e+03,1.005505249023437500e+03,1.004646057128906250e+03,1.003730041503906250e+03,1.002766845703125000e+03,1.001771850585937500e+03,1.000760803222656250e+03,9.997513427734375000e+02,9.987637329101562500e+02,9.978143310546875000e+02,9.969168090820312500e+02,9.960869140625000000e+02,9.953314208984375000e+02,9.946566772460937500e+02,9.940620727539062500e+02,9.935480957031250000e+02,9.931091308593750000e+02,9.927411499023437500e+02,9.924387207031250000e+02,9.921948242187500000e+02,9.920062866210937500e+02,9.918668212890625000e+02,9.917760620117187500e+02,9.917314453125000000e+02
1.140975463867187500e+03,1.140956176757812500e+03,1.140898315429687500e+03,1.140802368164062500e+03,1.140670410156250000e+03,1.140502075195312500e+03,1.140298706054687500e+03,1.140062500000000000e+03,1.139792236328125000e+03,1.139489013671875000e+03,1.139153076171875000e+03,1.138784057617187500e+03,1.138378051757812500e+03,1.137933471679687500e+03,1.137447753906250000e+03,1.136916870117187500e+03,1.136333496093750000e+03,1.135695434570312500e+03,1.134995849609375000e+03,1.134229736328125000e+03,1.133390869140625000e+03,1.132473876953125000e+03,1.131472412109375000e+03,1.130384155273437500e+03,1.129203247070312500e+03,1.127926025390625000e+03,1.126554199218750000e+03,1.125087890625000000e+03,1.123530639648437500e+03,1.121892822265625000e+03,1.120186157226562500e+03,1.118426513671875000e+03,1.116633911132812500e+03,1.114828125000000000e+03,1.113032592773437500e+03,1.111271362304687500e+03,1.109563842773437500e+03,1.107928588867187500e+03,1.106381591796875000e+03,1.104934082031250000e+03,1.103593750000000000e+03,1.102365844726562500e+03,1.101250000000000000e+03,1.100245727539062500e+03,1.099348632812500000e+03,1.098553710937500000e+03,1.097852661132812500e+03,1.097240966796875000e+03,1.096707275390625000e+03,1.096242919921875000e+03,1.095840454101562500e+03,1.095491455078125000e+03,1.095188598632812500e+03,1.094922973632812500e+03,1.094689453125000000e+03,1.094480957031250000e+03,1.094293212890625000e+03,1.094124633789062500e+03,1.093968627929687500e+03,1.093823608398437500e+03,1.093687866210937500e+03,1.093560668945312500e+03,1.093437011718750000e+03,1.093319702148437500e+03,1.093204833984375000e+03,1.093091308593750000e+03,1.092979248046875000e+03,1.092866455078125000e+03,1.092751098632812500e+03,1.092632690429687500e+03,1.092510253906250000e+03,1.092383789062500000e+03,1.092250244140625000e+03,1.092110839843750000e+03,1.091960693359375000e+03,1.091802368164062500e+03,1.091629638671875000e+03,1.091441528320312500e+03,1.091234497070312500e+03,1.091000610351562500e+03,1.090737670898437500e+03,1.090437255859375000e+03,1.090093872070312500e+03,1.089701293945312500e+03,1.089250854492187500e+03,1.088739257812500000e+03,1.088158691406250000e+03,1.087507080078125000e+03,1.086782592773437500e+03,1.085986694335937500e+03,1.085122924804687500e+03,1.084199462890625000e+03,1.083227783203125000e+03,1.082221801757812500e+03,1.081199584960937500e+03,1.080180053710937500e+03,1.079184082031250000e+03,1.078227416992187500e+03,1.077326660156250000e+03,1.076496337890625000e+03,1.075743652343750000e+03,1.075074218750000000e+03,1.074489379882812500e+03,1.073986694335937500e+03,1.073560668945312500e+03,1.073206054687500000e+03,1.072917480468750000e+03,1.072688354492187500e+03,1.072511596679687500e+03,1.072384765625000000e+03,1.072302978515625000e+03,1.072263427734375000e+03
1.232052490234375000e+03,1.232030883789062500e+03,1.231970336914062500e+03,1.231869750976562500e+03,1.231728515625000000e+03,1.231549804687500000e+03,1.231333984375000000e+03,1.231080444335937500e+03,1.230791015625000000e+03,1.230465820312500000e+03,1.230103393554687500e+03,1.229703247070312500e+03,1.229263916015625000e+03,1.228783935546875000e+03,1.228255981445312500e+03,1.227681152343750000e+03,1.227049682617187500e+03,1.226360351562500000e+03,1.225605712890625000e+03,1.224781616210937500e+03,1.223880004882812500e+03,1.222897583007812500e+03,1.221826660156250000e+03,1.220664916992187500e+03,1.219406616210937500e+03,1.218050048828125000e+03,1.216592773437500000e+03,1.215039428710937500e+03,1.213393310546875000e+03,1.211661987304687500e+03,1.209860961914062500e+03,1.208005493164062500e+03,1.206113647460937500e+03,1.204209594726562500e+03,1.202318115234375000e+03,1.200459838867187500e+03,1.198659545898437500e+03,1.196936401367187500e+03,1.195305786132812500e+03,1.193781372070312500e+03,1.192370361328125000e+03,1.191079345703125000e+03,1.189906982421875000e+03,1.188854003906250000e+03,1.187913696289062500e+03,1.187079956054687500e+03,1.186346313476562500e+03,1.185703613281250000e+03,1.185142089843750000e+03,1.184653198242187500e+03,1.184225952148437500e+03,1.183852661132812500e+03,1.183525512695312500e+03,1.183234130859375000e+03,1.182974487304687500e+03,1.182739990234375000e+03,1.182525268554687500e+03,1.182328369140625000e+03,1.182142944335937500e+03,1.181969360351562500e+03,1.181805419921875000e+03,1.181648315429687500e+03,1.181496704101562500e+03,1.181350708007812500e+03,1.181207519531250000e+03,1.181067504882812500e+03,1.180927734375000000e+03,1.180788085937500000e+03,1.180647583007812500e+03,1.180503540039062500e+03,1.180358886718750000e+03,1.180208007812500000e+03,1.180050659179687500e+03,1.179887817382812500e+03,1.179714721679687500e+03,1.179532470703125000e+03,1.179337768554687500e+03,1.179127685546875000e+03,1.178896240234375000e+03,1.178640747070312500e+03,1.178355346679687500e+03,1.178034301757812500e+03,1.177670166015625000e+03,1.177256103515625000e+03,1.176785888671875000e+03,1.176249877929687500e+03,1.175645019531250000e+03,1.174965576171875000e+03,1.174208496093750000e+03,1.173376220703125000e+03,1.172470825195312500e+03,1.171501708984375000e+03,1.170479858398437500e+03,1.169420288085937500e+03,1.168342529296875000e+03,1.167267578125000000e+03,1.166216186523437500e+03,1.165209838867187500e+03,1.164264526367187500e+03,1.163394287109375000e+03,1.162608398437500000e+03,1.161911743164062500e+03,1.161305908203125000e+03,1.160785522460937500e+03,1.160348510742187500e+03,1.159987182617187500e+03,1.159693725585937500e+03,1.159462768554687500e+03,1.159287231445312500e+03,1.159160522460937500e+03,1.159081298828125000e+03,1.159045288085937500e+03
1.328780273437500000e+03,1.328758789062500000e+03,1.328695922851562500e+03,1.328592651367187500e+03,1.328448852539062500e+03,1.328262573242187500e+03,1.328039916992187500e+03,1.327775634765625000e+03,1.327473144531250000e+03,1.327129638671875000e+03,1.326746215820312500e+03,1.326319946289062500e+03,1.325849975585937500e+03,1.325333007812500000e+03,1.324764892578125000e+03,1.324141357421875000e+03,1.323458496093750000e+03,1.322710815429687500e+03,1.321891845703125000e+03,1.320997924804687500e+03,1.320021850585937500e+03,1.318958251953125000e+03,1.317801147460937500e+03,1.316548583984375000e+03,1.315194458007812500e+03,1.313736083984375000e+03,1.312174682617187500e+03,1.310512329101562500e+03,1.308752807617187500e+03,1.306907958984375000e+03,1.304990356445312500e+03,1.303015625000000000e+03,1.301006347656250000e+03,1.298984130859375000e+03,1.296975097656250000e+03,1.295001342773437500e+03,1.293090209960937500e+03,1.291259155273437500e+03,1.289526611328125000e+03,1.287907714843750000e+03,1.286408447265625000e+03,1.285036010742187500e+03,1.283790771484375000e+03,1.282669555664062500e+03,1.281669677734375000e+03,1.280782348632812500e+03,1.280000000000000000e+03,1.279311889648437500e+03,1.278711914062500000e+03,1.278185913085937500e+03,1.277726440429687500e+03,1.277324584960937500e+03,1.276970947265625000e+03,1.276656372070312500e+03,1.276378051757812500e+03,1.276127319335937500e+03,1.275897949218750000e+03,1.275689331054687500e+03,1.275495849609375000e+03,1.275316894531250000e+03,1.275145751953125000e+03,1.274985595703125000e+03,1.274832275390625000e+03,1.274685058593750000e+03,1.274541748046875000e+03,1.274401733398437500e+03,1.274264160156250000e+03,1.274125366210937500e+03,1.273987426757812500e+03,1.273846069335937500e+03,1.273703247070312500e+03,1.273554321289062500e+03,1.273399536132812500e+03,1.273237060546875000e+03,1.273063720703125000e+03,1.272879150390625000e+03,1.272677856445312500e+03,1.272458251953125000e+03,1.272216918945312500e+03,1.271947387695312500e+03,1.271644409179687500e+03,1.271302368164062500e+03,1.270913696289062500e+03,1.270471191406250000e+03,1.269966674804687500e+03,1.269393432617187500e+03,1.268745239257812500e+03,1.268014526367187500e+03,1.267201416015625000e+03,1.266303222656250000e+03,1.265325927734375000e+03,1.264277465820312500e+03,1.263170288085937500e+03,1.262020996093750000e+03,1.260851318359375000e+03,1.259683105468750000e+03,1.258541503906250000e+03,1.257447387695312500e+03,1.256418701171875000e+03,1.255473876953125000e+03,1.254620361328125000e+03,1.253862426757812500e+03,1.253202514648437500e+03,1.252636230468750000e+03,1.252160644531250000e+03,1.251766235351562500e+03,1.251445312500000000e+03,1.251193115234375000e+03,1.251001220703125000e+03,1.250862670898437500e+03,1.250777343750000000e+03,1.250739013671875000e+03
